"","score","p-value","coverage"
"CO+CO(OAF)+PSD.E",43.93706565569,0.175406328650199,957
"CO+PSU.A+PSD.A",44.5739223430701,0.331666206549003,957
"CO+PSU.A+PSU.E",44.7968144249187,0.396668238727705,957
"CO+PSU.A+PSD.E",44.5613160287929,0.328160402727318,957
"CO+PSD.A+PSU.E",44.5059233114564,0.312647715962206,957
"CO+PSD.A+PSD.E",44.3053311667125,0.25978780712595,957
"CO+PSU.E+PSD.E",44.4957144636269,0.309887917497882,957
"OAF+CO(OAF)+PSU.A",44.0563303205075,0.2020858438501,957
"OAF+CO(OAF)+PSD.A",43.8291645410669,0.156169906662993,957
"OAF+CO(OAF)+PSU.E",43.9999672992876,0.189980017085903,957
"OAF+CO(OAF)+PSD.E",43.8060438804356,0.151952364473898,957
"OAF+PSU.A+PSD.A",44.3217044189367,0.264139827756004,957
"OAF+PSU.A+PSU.E",44.5062471416224,0.313065455960452,957
"OAF+PSU.A+PSD.E",44.3026733183557,0.259377155393578,957
"OAF+PSD.A+PSU.E",44.2677415428671,0.250593554815022,957
"OAF+PSD.A+PSD.E",44.0954507559557,0.210141295256573,957
"OAF+PSU.E+PSD.E",44.2508237080037,0.246479911710276,957
"CO(OAF)+PSU.A+PSD.A",44.0983361852534,0.210434507576814,957
"CO(OAF)+PSU.A+PSU.E",44.3023485780225,0.259103289179455,957
"CO(OAF)+PSU.A+PSD.E",44.0812531364634,0.206662276160123,957
"CO(OAF)+PSD.A+PSU.E",44.0380256326183,0.197124666587329,957
"CO(OAF)+PSD.A+PSD.E",43.8524269175718,0.159715559991992,957
"CO(OAF)+PSU.E+PSD.E",44.0233618439567,0.194015791524739,957
"PSU.A+PSD.A+PSU.E",44.7717010400383,0.389526907965423,957
"PSU.A+PSD.A+PSD.E",44.5818609028428,0.334590456671381,957
"PSU.A+PSU.E+PSD.E",44.7599071397501,0.386053054869256,957
"PSD.A+PSU.E+PSD.E",44.529126370353,0.31983150540519,957
"H2H+CO+OAF+CO(OAF)",44.1041999521968,0.214928970727017,957
"H2H+CO+OAF+PSU.A",44.2067768756573,0.236409793768022,957
"H2H+CO+OAF+PSD.A",43.9793765413494,0.185551160834392,957
"H2H+CO+OAF+PSU.E",44.1472887500643,0.222382949747685,957
"H2H+CO+OAF+PSD.E",43.9653902713225,0.182724683977031,957
"H2H+CO+CO(OAF)+PSU.A",44.1625758210352,0.226080808223361,957
"H2H+CO+CO(OAF)+PSD.A",43.8394398149054,0.157874747014161,957
"H2H+CO+CO(OAF)+PSU.E",44.0750543237439,0.206108688788383,957
"H2H+CO+CO(OAF)+PSD.E",43.8284857085058,0.155881173785867,957
"H2H+CO+PSU.A+PSD.A",44.3760299364503,0.278792702715591,957
"H2H+CO+PSU.A+PSU.E",44.5746255325012,0.332620935512662,957
"H2H+CO+PSU.A+PSD.E",44.3675728653454,0.276642261848486,957
"H2H+CO+PSD.A+PSU.E",44.3122580780678,0.262396634179272,957
"H2H+CO+PSD.A+PSD.E",44.1360844668584,0.220111306805377,957
"H2H+CO+PSU.E+PSD.E",44.3060887458367,0.260887821861458,957
"H2H+OAF+CO(OAF)+PSU.A",43.9472569614588,0.180605754953436,957
"H2H+OAF+CO(OAF)+PSD.A",43.7455519574936,0.142726683542124,957
"H2H+OAF+CO(OAF)+PSU.E",43.8952112546664,0.170234660177241,957
"H2H+OAF+CO(OAF)+PSD.E",43.7277462611268,0.139683352132749,957
"H2H+OAF+PSU.A+PSD.A",44.1780100895836,0.230183484904532,957
"H2H+OAF+PSU.A+PSU.E",44.3393556699372,0.269735628931748,957
"H2H+OAF+PSU.A+PSD.E",44.1637034845138,0.226879829494214,957
"H2H+OAF+PSD.A+PSU.E",44.1279562617527,0.218591371799835,957
"H2H+OAF+PSD.A+PSD.E",43.9794312687755,0.186473872420973,957
"H2H+OAF+PSU.E+PSD.E",44.1156487325469,0.215836902058788,957
"H2H+CO(OAF)+PSU.A+PSD.A",43.9886446537641,0.188071717158521,957
"H2H+CO(OAF)+PSU.A+PSU.E",44.1699533498437,0.228166916726124,957
"H2H+CO(OAF)+PSU.A+PSD.E",43.9763896174294,0.185560155968348,957
"H2H+CO(OAF)+PSD.A+PSU.E",43.9320980143173,0.17648182137109,957
"H2H+CO(OAF)+PSD.A+PSD.E",43.7698612778874,0.146081266214555,957
"H2H+CO(OAF)+PSU.E+PSD.E",43.9221472173672,0.174527470281035,957
"H2H+PSU.A+PSD.A+PSU.E",44.576574566978,0.333681962608444,957
"H2H+PSU.A+PSD.A+PSD.E",44.411389698173,0.28886000678278,957
"H2H+PSU.A+PSU.E+PSD.E",44.5688933629712,0.331556791221909,957
"H2H+PSD.A+PSU.E+PSD.E",44.3618548432918,0.275932026660555,957
"CO+OAF+CO(OAF)+PSU.A",44.1019314214742,0.211124446094005,957
"CO+OAF+CO(OAF)+PSD.A",43.9042865493267,0.169295284847957,957
"CO+OAF+CO(OAF)+PSU.E",44.0523076895173,0.20007428108574,957
"CO+OAF+CO(OAF)+PSD.E",43.8885666985676,0.166273630897827,957
"CO+OAF+PSU.A+PSD.A",44.2847837366898,0.254203115758386,957
"CO+OAF+PSU.A+PSU.E",44.4351181699069,0.293219697842843,957
"CO+OAF+PSU.A+PSD.E",44.2716745745968,0.250988578377932,957
"CO+OAF+PSD.A+PSU.E",44.2388624645191,0.242827344876233,957
"CO+OAF+PSD.A+PSD.E",44.0943894827818,0.209082474020448,957
"CO+OAF+PSU.E+PSD.E",44.2270449156844,0.240005500132633,957
"CO+CO(OAF)+PSU.A+PSD.A",44.1746146845268,0.227409568674927,957
"CO+CO(OAF)+PSU.A+PSU.E",44.3485519061967,0.27041564680812,957
"CO+CO(OAF)+PSU.A+PSD.E",44.1629987666132,0.22472914228285,957
"CO+CO(OAF)+PSD.A+PSU.E",44.1206427559869,0.214851519227408,957
"CO+CO(OAF)+PSD.A+PSD.E",43.9581409840124,0.179766656397536,957
"CO+CO(OAF)+PSU.E+PSD.E",44.1106158559895,0.212618557537016,957
"CO+PSU.A+PSD.A+PSU.E",44.6395449941153,0.350457201363794,957
"CO+PSU.A+PSD.A+PSD.E",44.4823333451356,0.306399138626011,957
"CO+PSU.A+PSU.E+PSD.E",44.6309231711417,0.348007944021668,957
"CO+PSD.A+PSU.E+PSD.E",44.4362696561041,0.293913786260231,957
"OAF+CO(OAF)+PSU.A+PSD.A",43.9965648419693,0.188537375247073,957
"OAF+CO(OAF)+PSU.A+PSU.E",44.1358692249052,0.219197993911416,957
"OAF+CO(OAF)+PSU.A+PSD.E",43.9809224879439,0.185308439048157,957
"OAF+CO(OAF)+PSD.A+PSU.E",43.9550890868002,0.17993964381085,957
"OAF+CO(OAF)+PSD.A+PSD.E",43.819324916301,0.153696701507277,957
"OAF+CO(OAF)+PSU.E+PSD.E",43.9407456970313,0.177067087680429,957
"OAF+PSU.A+PSD.A+PSU.E",44.428138276549,0.291809330868748,957
"OAF+PSU.A+PSD.A+PSD.E",44.2865015567621,0.255288823800449,957
"OAF+PSU.A+PSU.E+PSD.E",44.4158027404725,0.288564804693792,957
"OAF+PSD.A+PSU.E+PSD.E",44.2475742784719,0.245656493086479,957
"CO(OAF)+PSU.A+PSD.A+PSU.E",44.2549929278284,0.24723857840967,957
"CO(OAF)+PSU.A+PSD.A+PSD.E",44.1059922161995,0.212192780788956,957
"CO(OAF)+PSU.A+PSU.E+PSD.E",44.2438634257018,0.24454671171475,957
"CO(OAF)+PSD.A+PSU.E+PSD.E",44.0642699665315,0.202889855452311,957
"PSU.A+PSD.A+PSU.E+PSD.E",44.6548170915894,0.355329074124115,957
"CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",44.2414835271613,0.244011976018219,957
"OAF+PSU.A+PSD.A+PSU.E+PSD.E",44.3873165756555,0.281069490568618,957
"OAF+CO(OAF)+PSD.A+PSU.E+PSD.E",43.9676166018608,0.182332031215543,957
"OAF+CO(OAF)+PSU.A+PSU.E+PSD.E",44.1047164957539,0.211883856177365,957
"OAF+CO(OAF)+PSU.A+PSD.A+PSD.E",43.9995809207126,0.188992031008169,957
"OAF+CO(OAF)+PSU.A+PSD.A+PSU.E",44.1156641224156,0.214326359513149,957
"CO+PSU.A+PSD.A+PSU.E+PSD.E",44.5571830651469,0.327147636185944,957
"CO+CO(OAF)+PSD.A+PSU.E+PSD.E",44.1099221642566,0.212570963882664,957
"CO+CO(OAF)+PSU.A+PSU.E+PSD.E",44.2709758245724,0.250826261218827,957
"CO+CO(OAF)+PSU.A+PSD.A+PSD.E",44.1483055991637,0.221394381449227,957
"CO+CO(OAF)+PSU.A+PSD.A+PSU.E",44.2793110053466,0.252864410028318,957
"CO+OAF+PSD.A+PSU.E+PSD.E",44.2190481436289,0.238170768039254,957
"CO+OAF+PSU.A+PSU.E+PSD.E",44.3660302575889,0.275042057232203,957
"CO+OAF+PSU.A+PSD.A+PSD.E",44.253848136377,0.246669214896356,957
"CO+OAF+PSU.A+PSD.A+PSU.E",44.3753610602187,0.277435139494026,957
"CO+OAF+CO(OAF)+PSU.E+PSD.E",43.9923475634995,0.186978790736621,957
"CO+OAF+CO(OAF)+PSD.A+PSD.E",43.8828201897863,0.164910525196258,957
"CO+OAF+CO(OAF)+PSD.A+PSU.E",44.0029969747395,0.189176335856607,957
"CO+OAF+CO(OAF)+PSU.A+PSD.E",44.0289703699667,0.194782708839371,957
"CO+OAF+CO(OAF)+PSU.A+PSU.E",44.1625551809912,0.224759544057079,957
"CO+OAF+CO(OAF)+PSU.A+PSD.A",44.0405347700001,0.197235048622102,957
"H2H+PSU.A+PSD.A+PSU.E+PSD.E",44.4825991858343,0.307545761658016,957
"H2H+CO(OAF)+PSD.A+PSU.E+PSD.E",43.9496188119263,0.179622203144603,957
"H2H+CO(OAF)+PSU.A+PSU.E+PSD.E",44.1141349677017,0.214883844467151,957
"H2H+CO(OAF)+PSU.A+PSD.A+PSD.E",43.989167046375,0.187776983728785,957
"H2H+CO(OAF)+PSU.A+PSD.A+PSU.E",44.1224558855958,0.21674127747159,957
"H2H+OAF+PSD.A+PSU.E+PSD.E",44.111334625505,0.214439857357672,957
"H2H+OAF+PSU.A+PSU.E+PSD.E",44.264190628336,0.250483622234378,957
"H2H+OAF+PSU.A+PSD.A+PSD.E",44.1480206849047,0.222824915800152,957
"H2H+OAF+PSU.A+PSD.A+PSU.E",44.2737661424664,0.252813626866026,957
"H2H+OAF+CO(OAF)+PSU.E+PSD.E",43.8343378171433,0.157472186702028,957
"H2H+OAF+CO(OAF)+PSD.A+PSD.E",43.7251345294336,0.13809123984237,957
"H2H+OAF+CO(OAF)+PSD.A+PSU.E",43.8456440760343,0.15955713351,957
"H2H+OAF+CO(OAF)+PSU.A+PSD.E",43.87207336025,0.164618146434486,957
"H2H+OAF+CO(OAF)+PSU.A+PSU.E",44.0098365193587,0.192366989062238,957
"H2H+OAF+CO(OAF)+PSU.A+PSD.A",43.8846258836164,0.167006309004842,957
"H2H+CO+PSD.A+PSU.E+PSD.E",44.2651294136114,0.250536673700171,957
"H2H+CO+PSU.A+PSU.E+PSD.E",44.4437423373019,0.296508308279265,957
"H2H+CO+PSU.A+PSD.A+PSD.E",44.3088039121217,0.26145840399381,957
"H2H+CO+PSU.A+PSD.A+PSU.E",44.4498674989313,0.298118771490746,957
"H2H+CO+CO(OAF)+PSU.E+PSD.E",43.9798147071977,0.185200451003098,957
"H2H+CO+CO(OAF)+PSD.A+PSD.E",43.8401262132981,0.157678497071592,957
"H2H+CO+CO(OAF)+PSD.A+PSU.E",43.9870702682265,0.186670250235013,957
"H2H+CO+CO(OAF)+PSU.A+PSD.E",44.0296079362859,0.195766772051433,957
"H2H+CO+CO(OAF)+PSU.A+PSU.E",44.1977339120656,0.233840138562881,957
"H2H+CO+CO(OAF)+PSU.A+PSD.A",44.0384019378831,0.197620740906403,957
"H2H+CO+OAF+PSU.E+PSD.E",44.075689599582,0.205790433527391,957
"H2H+CO+OAF+PSD.A+PSD.E",43.9560984292444,0.18042041285971,957
"H2H+CO+OAF+PSD.A+PSU.E",44.084782233259,0.207760772637086,957
"H2H+CO+OAF+PSU.A+PSD.E",44.1176456889673,0.215223261907319,957
"H2H+CO+OAF+PSU.A+PSU.E",44.2634145912626,0.24973969220985,957
"H2H+CO+OAF+PSU.A+PSD.A",44.1279787374789,0.217530616572829,957
"H2H+CO+OAF+CO(OAF)+PSD.E",43.7776540834996,0.146727360181047,957
"H2H+CO+OAF+CO(OAF)+PSU.E",43.9243700334457,0.174415649958496,957
"H2H+CO+OAF+CO(OAF)+PSD.A",43.7903274993236,0.148952411930113,957
"H2H+CO+OAF+CO(OAF)+PSU.A",43.9710806196007,0.183940447328904,957
"OAF+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",44.1144411789446,0.21401573000845,957
"CO+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",44.2514441767252,0.24608976348511,957
"CO+OAF+PSU.A+PSD.A+PSU.E+PSD.E",44.3431792150301,0.269212587785827,957
"CO+OAF+CO(OAF)+PSD.A+PSU.E+PSD.E",44.0020594738779,0.188980942782425,957
"CO+OAF+CO(OAF)+PSU.A+PSU.E+PSD.E",44.1267188969723,0.216415212446071,957
"CO+OAF+CO(OAF)+PSU.A+PSD.A+PSD.E",44.0316648730752,0.195310914767464,957
"CO+OAF+CO(OAF)+PSU.A+PSD.A+PSU.E",44.1353098953676,0.218350927618925,957
"H2H+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",44.1168513364252,0.215320097941119,957
"H2H+OAF+PSU.A+PSD.A+PSU.E+PSD.E",44.2476306615992,0.246242279958796,957
"H2H+OAF+CO(OAF)+PSD.A+PSU.E+PSD.E",43.8612062426472,0.162051443877111,957
"H2H+OAF+CO(OAF)+PSU.A+PSU.E+PSD.E",43.9877471883643,0.187243206914718,957
"H2H+OAF+CO(OAF)+PSU.A+PSD.A+PSD.E",43.8915787203014,0.167902381539531,957
"H2H+OAF+CO(OAF)+PSU.A+PSD.A+PSU.E",43.9967049950147,0.189087970488692,957
"H2H+CO+PSU.A+PSD.A+PSU.E+PSD.E",44.3929043900198,0.282961931160762,957
"H2H+CO+CO(OAF)+PSD.A+PSU.E+PSD.E",43.9849502011568,0.186131878217937,957
"H2H+CO+CO(OAF)+PSU.A+PSU.E+PSD.E",44.1350782373178,0.219012667019026,957
"H2H+CO+CO(OAF)+PSU.A+PSD.A+PSD.E",44.0216610125641,0.193907173422052,957
"H2H+CO+CO(OAF)+PSU.A+PSD.A+PSU.E",44.141568015001,0.220472951988355,957
"H2H+CO+OAF+PSD.A+PSU.E+PSD.E",44.0797224472149,0.206557555596261,957
"H2H+CO+OAF+PSU.A+PSU.E+PSD.E",44.2155898528444,0.237960859203299,957
"H2H+CO+OAF+PSU.A+PSD.A+PSD.E",44.112807253749,0.213991548674316,957
"H2H+CO+OAF+PSU.A+PSD.A+PSU.E",44.2231007352969,0.23973410908663,957
"H2H+CO+OAF+CO(OAF)+PSU.E+PSD.E",43.8745496376881,0.164112121078297,957
"H2H+CO+OAF+CO(OAF)+PSD.A+PSD.E",43.7739377410548,0.145540348162343,957
"H2H+CO+OAF+CO(OAF)+PSD.A+PSU.E",43.8832301142895,0.165749154860516,957
"H2H+CO+OAF+CO(OAF)+PSU.A+PSD.E",43.9093489445554,0.170921623345711,957
"H2H+CO+OAF+CO(OAF)+PSU.A+PSU.E",44.0310229597505,0.19599523960149,957
"H2H+CO+OAF+CO(OAF)+PSU.A+PSD.A",43.9189166924659,0.172779280478947,957
"CO+OAF+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",44.1269529815091,0.21648131174397,957
"H2H+OAF+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",44.0041263188555,0.190449661388295,957
"H2H+CO+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",44.1265190493083,0.216997589730076,957
"H2H+CO+OAF+PSU.A+PSD.A+PSU.E+PSD.E",44.2075778968843,0.235994239816482,957
"H2H+CO+OAF+CO(OAF)+PSD.A+PSU.E+PSD.E",43.8913824588332,0.167157319450747,957
"H2H+CO+OAF+CO(OAF)+PSU.A+PSU.E+PSD.E",44.0080108332552,0.19086268811175,957
"H2H+CO+OAF+CO(OAF)+PSU.A+PSD.A+PSD.E",43.9197283947473,0.172755297976893,957
"H2H+CO+OAF+CO(OAF)+PSU.A+PSD.A+PSU.E",44.0152096928555,0.192358662838708,957
"All",44.0173729277185,0.192753389826685,957
