"","score","p-value","coverage"
"CO+PSU.A+PSD.A+PSU.E+PSD.E",49.0821409746359,0.493966143088613,1457
"CO+CO(OAF)+PSD.A+PSU.E+PSD.E",48.922705098814,0.490683750326554,1457
"CO+CO(OAF)+PSU.A+PSU.E+PSD.E",48.9409186537262,0.491051628457201,1457
"CO+CO(OAF)+PSU.A+PSD.A+PSD.E",48.9302695316975,0.490840272521884,1457
"CO+CO(OAF)+PSU.A+PSD.A+PSU.E",48.9409186537262,0.491051628457201,1457
"CO+OAF+PSD.A+PSU.E+PSD.E",48.9504757545464,0.491254158764936,1457
"CO+OAF+PSU.A+PSU.E+PSD.E",48.9680292025152,0.49160908136554,1457
"CO+OAF+PSU.A+PSD.A+PSD.E",48.9569556442079,0.491388417495828,1457
"CO+OAF+PSU.A+PSD.A+PSU.E",48.9680292025152,0.491609081365539,1457
"CO+OAF+CO(OAF)+PSU.E+PSD.E",48.8576794151762,0.48933700366325,1457
"CO+OAF+CO(OAF)+PSD.A+PSD.E",48.8496631046564,0.489181338369782,1457
"CO+OAF+CO(OAF)+PSD.A+PSU.E",48.8576794151762,0.48933700366325,1457
"CO+OAF+CO(OAF)+PSU.A+PSD.E",48.8640070300093,0.48946826752165,1457
"CO+OAF+CO(OAF)+PSU.A+PSU.E",48.8798949117462,0.48978611584274,1457
"CO+OAF+CO(OAF)+PSU.A+PSD.A",48.8640070300093,0.48946826752165,1457
"H2H+PSU.A+PSD.A+PSU.E+PSD.E",49.0052773035448,0.492385198156638,1457
"H2H+CO(OAF)+PSD.A+PSU.E+PSD.E",48.7764650695798,0.487686813337453,1457
"H2H+CO(OAF)+PSU.A+PSU.E+PSD.E",48.7912756163196,0.487981655898336,1457
"H2H+CO(OAF)+PSU.A+PSD.A+PSD.E",48.7839714342332,0.487842020513386,1457
"H2H+CO(OAF)+PSU.A+PSD.A+PSU.E",48.7912756163196,0.487981655898336,1457
"H2H+OAF+PSD.A+PSU.E+PSD.E",48.8238734880454,0.488657590287041,1457
"H2H+OAF+PSU.A+PSU.E+PSD.E",48.8379766854378,0.488938918357604,1457
"H2H+OAF+PSU.A+PSD.A+PSD.E",48.8299676035767,0.488783899465891,1457
"H2H+OAF+PSU.A+PSD.A+PSU.E",48.8379766854378,0.488938918357604,1457
"H2H+OAF+CO(OAF)+PSU.E+PSD.E",48.6835718453665,0.485770958833061,1457
"H2H+OAF+CO(OAF)+PSD.A+PSD.E",48.6796215005784,0.485701935786307,1457
"H2H+OAF+CO(OAF)+PSD.A+PSU.E",48.6835718453665,0.485770958833061,1457
"H2H+OAF+CO(OAF)+PSU.A+PSD.E",48.6896623602129,0.485897320091583,1457
"H2H+OAF+CO(OAF)+PSU.A+PSU.E",48.7033966846717,0.486166859783788,1457
"H2H+OAF+CO(OAF)+PSU.A+PSD.A",48.6896623602129,0.485897320091583,1457
"H2H+CO+PSD.A+PSU.E+PSD.E",48.9133848145013,0.490497607694952,1457
"H2H+CO+PSU.A+PSU.E+PSD.E",48.9287933304107,0.490807452781369,1457
"H2H+CO+PSU.A+PSD.A+PSD.E",48.9199128622922,0.490632771551883,1457
"H2H+CO+PSU.A+PSD.A+PSU.E",48.9287933304107,0.490807452781369,1457
"H2H+CO+CO(OAF)+PSU.E+PSD.E",48.7865735562648,0.487885061699425,1457
"H2H+CO+CO(OAF)+PSD.A+PSD.E",48.7826216762047,0.487814129667732,1457
"H2H+CO+CO(OAF)+PSD.A+PSU.E",48.7865735562648,0.487885061699425,1457
"H2H+CO+CO(OAF)+PSU.A+PSD.E",48.7934694433463,0.488027878748078,1457
"H2H+CO+CO(OAF)+PSU.A+PSU.E",48.8098184587973,0.488353310617065,1457
"H2H+CO+CO(OAF)+PSU.A+PSD.A",48.7934694433463,0.488027878748078,1457
"H2H+CO+OAF+PSU.E+PSD.E",48.8017240748559,0.488195455097043,1457
"H2H+CO+OAF+PSD.A+PSD.E",48.7961824280424,0.488091689848876,1457
"H2H+CO+OAF+PSD.A+PSU.E",48.8017240748559,0.488195455097043,1457
"H2H+CO+OAF+PSU.A+PSD.E",48.8068403201599,0.488301811520509,1457
"H2H+CO+OAF+PSU.A+PSU.E",48.8221417479276,0.488606076657206,1457
"H2H+CO+OAF+PSU.A+PSD.A",48.8068403201599,0.488301811520509,1457
"H2H+CO+OAF+CO(OAF)+PSD.E",48.7431971319994,0.48699241040499,1457
"H2H+CO+OAF+CO(OAF)+PSU.E",48.7544142032498,0.487211595293912,1457
"H2H+CO+OAF+CO(OAF)+PSD.A",48.7431971319994,0.48699241040499,1457
"H2H+CO+OAF+CO(OAF)+PSU.A",48.7591361411263,0.487310006121994,1457
"OAF+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",48.8721867772523,0.489641737715972,1457
"CO+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",48.9507728489009,0.491259166457969,1457
"CO+OAF+PSU.A+PSD.A+PSU.E+PSD.E",48.9780974569644,0.491820826705613,1457
"CO+OAF+CO(OAF)+PSD.A+PSU.E+PSD.E",48.8644302117919,0.489482377416425,1457
"CO+OAF+CO(OAF)+PSU.A+PSU.E+PSD.E",48.8792840824948,0.489781318108802,1457
"CO+OAF+CO(OAF)+PSU.A+PSD.A+PSD.E",48.8699240673213,0.489596228148657,1457
"CO+OAF+CO(OAF)+PSU.A+PSD.A+PSU.E",48.8792840824948,0.489781318108802,1457
"H2H+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",48.829716270734,0.488775712745649,1457
"H2H+OAF+PSU.A+PSD.A+PSU.E+PSD.E",48.871875957323,0.489640102760582,1457
"H2H+OAF+CO(OAF)+PSD.A+PSU.E+PSD.E",48.721507109529,0.486555438254137,1457
"H2H+OAF+CO(OAF)+PSU.A+PSU.E+PSD.E",48.7338986053306,0.486801295707454,1457
"H2H+OAF+CO(OAF)+PSU.A+PSD.A+PSD.E",48.7268230830281,0.486665600135071,1457
"H2H+OAF+CO(OAF)+PSU.A+PSD.A+PSU.E",48.7338986053306,0.486801295707454,1457
"H2H+CO+PSU.A+PSD.A+PSU.E+PSD.E",48.9479766633471,0.491205736461605,1457
"H2H+CO+CO(OAF)+PSD.A+PSU.E+PSD.E",48.8060028137306,0.488289645277642,1457
"H2H+CO+CO(OAF)+PSU.A+PSU.E+PSD.E",48.8195425799157,0.488560419799077,1457
"H2H+CO+CO(OAF)+PSU.A+PSD.A+PSD.E",48.8117299711153,0.488408206216259,1457
"H2H+CO+CO(OAF)+PSU.A+PSD.A+PSU.E",48.8195425799157,0.488560419799077,1457
"H2H+CO+OAF+PSD.A+PSU.E+PSD.E",48.8271980958396,0.488723875166809,1457
"H2H+CO+OAF+PSU.A+PSU.E+PSD.E",48.8399968153962,0.488979832773006,1457
"H2H+CO+OAF+PSU.A+PSD.A+PSD.E",48.8318902047852,0.488821234015469,1457
"H2H+CO+OAF+PSU.A+PSD.A+PSU.E",48.8399968153962,0.488979832773006,1457
"H2H+CO+OAF+CO(OAF)+PSU.E+PSD.E",48.7437247002053,0.48700222743351,1457
"H2H+CO+OAF+CO(OAF)+PSD.A+PSD.E",48.7385661431028,0.486905578862531,1457
"H2H+CO+OAF+CO(OAF)+PSD.A+PSU.E",48.7437247002053,0.48700222743351,1457
"H2H+CO+OAF+CO(OAF)+PSU.A+PSD.E",48.7483109376614,0.48709751712211,1457
"H2H+CO+OAF+CO(OAF)+PSU.A+PSU.E",48.7606153828,0.487340828353611,1457
"H2H+CO+OAF+CO(OAF)+PSU.A+PSD.A",48.7483109376614,0.48709751712211,1457
"CO+OAF+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",48.8904950921839,0.490017011308474,1457
"H2H+OAF+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",48.7693759561721,0.487534431684312,1457
"H2H+CO+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",48.8415240336735,0.489016422256932,1457
"H2H+CO+OAF+PSU.A+PSD.A+PSU.E+PSD.E",48.8641721348512,0.489480840199983,1457
"H2H+CO+OAF+CO(OAF)+PSD.A+PSU.E+PSD.E",48.7614810551973,0.487372595901629,1457
"H2H+CO+OAF+CO(OAF)+PSU.A+PSU.E+PSD.E",48.77280978304,0.487598413660109,1457
"H2H+CO+OAF+CO(OAF)+PSU.A+PSD.A+PSD.E",48.7657038964731,0.487460202474986,1457
"H2H+CO+OAF+CO(OAF)+PSU.A+PSD.A+PSU.E",48.77280978304,0.487598413660109,1457
"All",48.7940410521181,0.48803901777843,1457
