name,t_serve_total,t_serve_won,t_receive_total,t_receive_won,1_serve_total,1_serve_won,1_receive_total,1_receive_won,2_serve_total,2_serve_won,2_receive_total,2_receive_won,3_serve_total,3_serve_won,3_receive_total,3_receive_won,4_serve_total,4_serve_won,4_receive_total,4_receive_won,5_serve_total,5_serve_won,5_receive_total,5_receive_won,6_serve_total,6_serve_won,6_receive_total,6_receive_won,7_serve_total,7_serve_won,7_receive_total,7_receive_won,8_serve_total,8_serve_won,8_receive_total,8_receive_won,9_serve_total,9_serve_won,9_receive_total,9_receive_won,10_serve_total,10_serve_won,10_receive_total,10_receive_won,11_serve_total,11_serve_won,11_receive_total,11_receive_won,12_serve_total,12_serve_won,12_receive_total,12_receive_won,13_serve_total,13_serve_won,13_receive_total,13_receive_won,14_serve_total,14_serve_won,14_receive_total,14_receive_won,15_serve_total,15_serve_won,15_receive_total,15_receive_won,16_serve_total,16_serve_won,16_receive_total,16_receive_won,17_serve_total,17_serve_won,17_receive_total,17_receive_won,18_serve_total,18_serve_won,18_receive_total,18_receive_won
Yoshihito Nishioka,41,27,41,15,146,89,145,52,89,55,93,28,57,36,52,18,55,33,65,24,70,45,62,21,21,15,18,5,33,21,41,14,67,41,65,17,40,25,34,7,6,2,5,3,53,28,62,18,51,33,44,12,17,10,9,1,58,43,50,19,28,17,20,6,59,29,59,22,29,20,37,9,30,18,22,5
Andreas Seppi,35,25,34,13,178,107,181,68,107,71,113,38,71,40,68,15,71,43,75,29,76,46,91,31,31,16,15,4,43,32,46,15,74,45,89,30,46,28,42,16,15,11,4,0,56,32,74,21,57,39,56,18,29,21,20,9,63,42,59,21,39,23,29,12,73,45,79,30,45,33,49,21,28,17,30,10
Nicolas Jarry,27,22,26,6,43,23,46,13,23,12,33,13,20,14,13,4,12,8,20,5,25,19,22,4,6,6,4,2,8,4,15,2,23,12,23,6,12,7,6,1,0,0,2,0,16,10,19,5,18,15,11,4,5,3,3,2,21,13,12,5,6,4,5,2,21,15,11,4,15,8,7,0,6,2,4,1
Marius Copil,24,19,24,5,59,39,59,15,39,25,44,10,20,14,15,4,25,18,34,11,28,17,21,10,6,4,4,2,18,13,23,9,24,14,22,5,15,9,12,4,2,1,2,1,19,10,26,6,19,12,13,6,7,4,5,2,21,12,13,4,11,5,9,2,21,12,16,8,12,10,8,1,9,5,8,4
Guido Pella,31,23,32,8,198,123,190,63,123,84,127,47,75,50,63,25,84,52,80,26,89,46,85,25,25,14,25,8,52,35,54,14,78,44,86,28,57,38,42,17,11,5,8,2,61,36,72,29,72,46,53,15,24,19,23,7,71,50,67,21,45,28,31,13,90,56,77,37,56,36,40,13,34,21,37,12
Stan Wawrinka,34,24,32,10,130,89,126,42,89,57,84,34,41,28,42,20,57,44,50,18,60,44,56,18,13,9,20,8,44,36,32,9,57,43,56,27,25,15,30,13,4,3,8,3,51,37,38,11,29,20,44,15,13,8,18,7,34,24,40,16,17,12,26,7,46,28,57,18,28,19,39,11,18,15,18,7
Ruben Bemelmans,0,0,0,0,12,9,13,1,9,5,12,5,3,1,1,0,5,3,7,1,5,1,6,0,2,2,0,0,3,1,6,2,3,2,7,2,6,3,0,0,0,0,0,0,4,2,7,2,4,4,2,0,3,2,0,0,6,2,4,3,2,2,0,0,8,2,4,0,2,2,4,1,6,2,0,0
Cedrik Marcel Stebe,13,10,12,2,55,27,54,18,27,20,36,12,28,17,18,8,20,15,24,9,24,13,22,8,11,4,8,3,15,9,15,5,18,12,23,7,15,9,13,7,7,5,3,1,18,12,21,8,15,9,13,3,11,7,9,4,15,11,18,8,13,5,8,5,15,7,20,6,7,5,14,5,8,4,6,2
Reilly Opelka,53,34,52,16,191,122,194,61,122,76,133,29,69,51,61,31,76,56,104,26,97,69,59,18,18,11,31,16,56,37,78,18,89,63,67,24,39,26,33,13,7,5,16,4,82,53,61,13,52,37,44,12,18,9,25,8,66,43,45,17,24,20,29,11,83,53,60,13,53,31,47,16,30,18,13,4
Jozef Kovalik,0,0,0,0,45,31,44,14,31,18,30,7,14,5,14,3,18,11,23,7,18,10,18,6,9,5,3,1,11,8,16,2,17,10,19,5,13,8,8,3,4,1,1,0,13,5,16,8,15,10,10,4,6,2,4,2,18,11,14,5,7,3,6,2,17,7,14,3,7,3,11,3,10,3,3,1
Robin Haase,16,10,17,1,43,29,43,14,29,20,29,10,14,8,14,5,20,13,19,4,17,11,19,8,6,3,5,1,13,10,15,2,18,13,15,6,9,3,12,5,3,3,1,1,16,11,11,4,8,8,13,5,9,4,5,2,13,8,12,4,4,3,8,3,21,10,13,6,10,5,7,2,11,8,6,4
Prajnesh Gunneswaran,4,1,4,0,28,12,27,11,12,10,16,4,16,8,11,3,10,5,12,6,10,6,12,3,8,4,3,1,5,3,6,2,11,6,15,1,8,4,5,1,4,0,1,1,8,7,16,3,9,5,5,1,4,2,1,0,6,3,7,2,6,3,2,0,6,5,5,1,5,5,4,0,1,0,1,0
Milos Raonic,32,26,32,16,107,81,108,50,81,67,58,19,26,18,50,18,67,51,39,11,32,21,51,16,8,4,18,6,51,42,28,7,37,29,46,14,15,10,28,12,4,4,6,3,38,28,39,14,18,15,30,8,9,7,15,6,25,18,36,12,10,8,17,5,26,18,45,14,18,13,31,10,8,6,14,3
Karen Khachanov,36,23,35,16,262,170,267,84,170,113,183,69,92,61,84,38,113,77,114,42,118,73,115,39,31,20,38,12,77,59,72,23,109,71,118,40,65,40,65,25,11,9,12,5,89,66,101,35,78,54,80,31,34,29,32,14,77,53,84,34,53,36,49,20,93,57,120,44,57,41,76,31,36,17,44,18
Soonwoo Kwon,41,23,42,14,140,99,140,56,99,65,84,35,41,23,56,18,65,39,49,16,57,35,73,27,18,11,18,6,39,26,33,9,61,33,62,28,32,22,39,14,7,4,6,2,46,30,43,14,50,28,53,12,14,9,18,5,44,26,55,27,31,14,25,8,60,43,68,28,43,26,40,10,17,11,28,14
Marcos Giron,11,6,11,2,140,84,141,53,84,51,88,22,56,31,53,22,51,31,66,18,64,40,53,14,25,17,22,8,31,19,48,22,60,35,57,16,41,30,28,11,8,3,8,3,47,32,63,20,55,35,33,10,14,9,16,7,50,32,43,12,29,18,19,7,66,38,47,17,38,23,30,13,28,15,17,7
Feliciano Lopez,38,22,39,8,158,98,156,52,98,64,104,31,60,37,52,20,64,42,73,24,71,55,63,21,23,17,20,7,42,31,49,19,77,57,66,15,33,25,34,13,6,1,7,3,68,44,70,18,45,35,36,13,9,7,17,2,59,44,41,11,17,11,28,12,50,33,50,16,33,21,34,11,17,12,16,4
Steve Darcis,0,0,0,0,41,19,41,12,19,11,29,11,22,12,12,5,11,8,18,8,20,9,18,9,9,3,5,2,8,6,10,3,12,8,17,4,14,7,12,3,6,4,2,2,10,6,16,5,11,8,13,2,11,7,3,1,12,7,16,7,10,9,4,2,24,15,16,4,15,10,12,5,9,5,4,2
Mischa Zverev,0,0,0,0,14,9,14,5,9,4,9,4,5,3,5,1,4,0,5,2,8,4,8,4,2,1,1,1,0,0,3,0,8,7,6,1,5,3,4,3,1,0,1,0,7,5,5,2,4,2,2,1,2,2,4,1,4,2,3,3,4,2,4,0,8,4,13,3,4,2,10,3,4,2,3,0
Peter Gojowczyk,0,0,0,0,114,57,113,48,57,31,65,33,57,36,48,21,31,21,32,12,62,36,60,13,21,13,21,6,21,16,20,4,46,26,59,26,39,18,28,11,8,4,6,2,31,19,37,11,38,21,43,21,25,16,15,7,33,20,33,6,33,21,29,12,57,32,43,14,32,22,29,12,25,13,14,6
Roberto Bautista Agut,27,19,25,12,285,185,282,116,185,117,166,65,100,57,116,48,117,88,101,36,125,82,133,54,43,27,47,15,88,59,65,34,111,70,115,40,70,43,86,35,16,7,15,7,99,60,109,44,84,57,91,39,34,20,43,19,95,69,96,43,47,31,63,22,111,76,151,63,76,48,88,30,35,26,63,26
Benoit Paire,32,23,33,16,141,87,144,39,87,57,105,47,54,34,38,15,57,35,58,22,64,43,70,23,20,15,15,5,35,19,36,7,65,45,69,20,36,23,33,14,5,2,5,4,61,37,56,23,43,29,39,13,15,11,15,3,53,27,49,14,25,17,25,7,74,45,67,25,45,29,42,19,29,15,25,9
Juan Ignacio Londero,20,10,21,7,89,55,89,38,55,31,51,17,34,19,38,11,31,21,34,13,43,26,44,19,15,9,11,5,21,16,21,8,36,28,38,16,26,15,25,9,6,2,5,2,33,19,30,15,23,17,32,13,13,7,12,6,31,18,34,8,13,6,19,10,32,19,30,11,19,12,19,6,13,6,11,4
Roberto Carballes Baena,20,12,20,9,106,71,111,33,71,39,78,29,35,22,33,10,39,22,49,15,54,35,52,16,13,6,10,4,22,11,34,10,52,33,51,19,25,10,22,8,7,4,4,2,44,26,42,12,29,15,33,8,19,10,10,3,33,22,37,9,24,10,15,4,44,27,37,16,27,15,21,7,17,11,16,6
Miomir Kecmanovic,47,34,47,17,149,93,149,57,93,62,92,38,55,39,57,23,62,43,54,13,70,45,72,28,16,11,23,6,43,27,41,19,64,45,57,20,36,26,45,17,5,4,6,4,61,42,56,26,45,29,48,15,14,9,19,8,48,31,58,24,25,17,26,9,65,41,85,35,41,24,50,16,24,14,35,7
Pablo Cuevas,30,21,31,10,143,97,142,41,97,64,101,35,46,31,41,14,64,41,66,23,64,43,62,18,15,8,14,7,41,25,43,13,66,42,67,18,29,17,25,9,7,4,7,1,58,40,62,19,41,28,34,10,16,5,15,6,46,27,43,9,18,12,19,7,58,35,29,8,35,21,21,6,23,13,8,5
Damir Dzumhur,9,6,9,2,70,36,71,23,36,20,48,19,34,26,23,5,20,14,29,13,42,25,37,12,8,1,5,1,14,11,16,3,31,19,38,15,18,11,16,8,7,5,1,1,22,12,26,8,23,15,23,12,12,9,8,6,25,16,19,7,17,10,14,2,39,25,42,19,25,12,23,11,14,7,19,7
Jiri Vesely,50,27,48,12,158,105,158,52,105,73,106,34,53,40,52,17,73,46,72,19,72,50,69,21,13,8,17,5,46,35,53,20,77,60,67,22,30,21,32,11,5,3,5,0,71,47,65,15,38,29,43,7,12,9,16,9,53,36,51,19,18,17,14,5,59,39,53,20,39,27,33,10,20,13,20,5
Alexander Zverev,85,60,84,30,412,300,412,172,300,215,240,91,112,69,172,73,215,150,149,51,154,100,190,72,43,28,73,24,150,95,98,37,165,101,169,58,82,48,121,55,15,12,24,6,156,112,148,54,112,80,124,38,46,30,73,23,124,85,140,57,62,33,88,47,135,99,181,73,99,56,108,44,36,20,73,34
Dominic Thiem,44,32,42,15,145,95,143,48,95,59,95,37,50,31,48,22,59,41,58,21,67,43,63,25,19,13,22,8,41,30,37,8,61,44,59,22,37,23,39,17,6,4,8,4,55,46,45,17,40,27,44,26,18,12,21,8,36,23,35,17,25,16,39,12,53,31,80,33,31,20,47,19,22,13,33,16
Sam Querrey,66,49,68,24,173,122,174,48,122,80,126,36,51,31,48,12,80,49,90,20,73,56,72,23,20,13,12,4,49,34,70,22,87,55,69,15,30,18,31,11,7,5,4,3,70,57,76,19,50,31,35,18,17,10,12,5,44,34,36,15,29,19,25,8,52,35,55,15,35,23,40,13,17,11,15,5
Cristian Garin,42,27,41,17,228,134,224,87,134,86,137,48,94,59,87,35,86,51,89,32,107,67,100,36,35,20,35,13,51,30,57,18,102,64,95,31,60,33,58,23,15,9,13,4,85,61,83,23,71,37,66,27,36,20,32,11,61,38,62,26,54,35,48,17,109,75,108,39,75,47,69,25,34,23,39,13
Andrey Rublev,74,46,74,31,299,204,298,114,204,133,184,67,95,68,114,47,133,93,117,39,139,89,133,44,27,19,47,22,93,68,78,26,129,91,128,56,69,38,70,37,8,5,22,9,116,86,98,39,76,53,89,32,36,22,50,20,83,61,96,46,45,32,61,21,115,75,167,53,75,44,114,47,40,30,53,19
Hugo Dellien,0,0,0,0,62,35,65,19,35,17,46,19,27,17,19,12,17,10,27,6,35,13,26,13,10,3,12,4,10,8,21,4,20,11,19,5,25,13,20,7,7,4,4,0,13,9,18,8,22,16,18,9,16,10,11,3,20,7,17,6,16,9,17,8,40,19,23,7,19,12,16,4,21,11,7,3
John Millman,37,22,39,7,127,89,124,48,89,57,76,31,38,19,48,19,57,43,45,18,51,33,60,25,19,13,19,4,43,32,27,12,47,39,53,18,31,17,40,12,6,4,4,3,50,30,47,17,25,14,46,13,18,12,13,4,34,17,50,18,23,18,22,8,65,41,57,25,41,24,32,12,24,13,25,12
Guido Andreozzi,10,4,10,2,21,13,21,8,13,9,13,4,8,4,8,1,9,6,9,3,8,5,11,3,4,3,1,1,6,4,6,1,8,6,11,1,6,4,3,1,1,1,1,0,8,3,11,6,6,5,3,2,3,2,2,0,10,6,7,3,3,1,4,3,9,9,4,0,9,5,4,0,0,0,0,0
Laslo Djere,19,14,21,6,127,76,128,42,76,45,86,28,51,31,42,16,45,26,58,22,62,33,54,16,20,12,16,7,26,16,36,9,52,36,60,15,41,29,25,7,8,6,7,1,46,28,54,20,45,30,33,5,18,13,13,4,48,31,48,25,28,17,14,6,65,35,56,15,35,21,41,15,30,18,15,7
Gilles Simon,8,4,8,5,121,86,120,50,86,49,70,33,34,20,50,16,49,25,37,20,57,31,67,28,14,7,16,6,25,17,17,7,55,35,59,26,33,22,38,13,7,5,6,2,43,28,40,14,42,26,51,18,16,12,17,6,41,25,47,18,27,13,29,9,60,29,75,32,29,18,43,21,31,20,32,16
Salvatore Caruso,18,8,18,5,99,56,98,38,56,31,60,21,43,22,38,13,31,18,39,11,47,30,46,20,21,12,13,4,18,12,28,11,43,25,37,12,29,13,29,10,9,4,4,1,31,18,36,18,31,16,31,11,20,12,13,4,29,14,38,10,27,18,20,5,68,46,46,21,46,24,25,7,22,13,21,7
Yasutaka Uchiyama,6,5,5,2,64,38,63,21,38,24,42,20,26,17,21,10,24,15,22,8,31,15,31,12,9,4,10,1,15,8,14,5,24,16,27,12,20,12,21,11,5,3,1,1,23,14,20,5,20,10,22,9,11,6,11,4,19,8,18,7,16,13,16,5,43,24,35,11,24,14,24,8,19,9,11,2
Tennys Sandgren,64,38,64,17,200,121,195,56,121,71,139,43,79,57,56,21,71,49,96,27,107,68,78,21,22,15,21,9,49,31,69,19,90,63,84,32,54,38,33,13,7,4,9,2,81,49,71,27,65,39,52,19,20,14,20,7,71,52,60,23,40,24,32,8,64,49,76,27,49,35,49,13,15,7,27,11
Marton Fucsovics,49,31,49,18,228,145,231,102,145,87,129,51,83,53,102,38,87,63,78,28,111,65,115,49,30,17,38,19,63,46,50,15,89,57,94,42,62,48,68,30,13,4,19,7,74,47,67,23,80,49,80,29,18,10,42,15,76,47,74,25,41,20,56,24,81,48,116,54,48,35,62,26,33,19,54,21
Dennis Novak,12,7,13,2,57,32,55,23,32,19,32,12,25,15,23,11,19,9,20,7,28,15,24,9,10,4,11,3,9,6,13,2,25,13,22,9,17,9,17,7,6,2,3,3,16,11,15,3,21,13,19,7,10,6,7,2,18,11,15,3,14,9,12,4,24,14,19,6,14,9,13,6,10,3,6,4
Frances Tiafoe,30,21,30,11,248,159,247,99,159,92,148,49,89,53,99,39,92,67,99,38,120,81,109,40,36,22,39,14,67,45,61,22,106,71,107,32,61,40,65,28,14,7,14,5,93,65,97,33,75,55,69,16,28,19,37,12,83,46,86,34,39,24,41,16,121,85,102,33,85,51,69,28,36,26,33,18
