name,t_serve_total,t_serve_won,t_receive_total,t_receive_won,1_serve_total,1_serve_won,1_receive_total,1_receive_won,2_serve_total,2_serve_won,2_receive_total,2_receive_won,3_serve_total,3_serve_won,3_receive_total,3_receive_won,4_serve_total,4_serve_won,4_receive_total,4_receive_won,5_serve_total,5_serve_won,5_receive_total,5_receive_won,6_serve_total,6_serve_won,6_receive_total,6_receive_won,7_serve_total,7_serve_won,7_receive_total,7_receive_won,8_serve_total,8_serve_won,8_receive_total,8_receive_won,9_serve_total,9_serve_won,9_receive_total,9_receive_won,10_serve_total,10_serve_won,10_receive_total,10_receive_won,11_serve_total,11_serve_won,11_receive_total,11_receive_won,12_serve_total,12_serve_won,12_receive_total,12_receive_won,13_serve_total,13_serve_won,13_receive_total,13_receive_won,14_serve_total,14_serve_won,14_receive_total,14_receive_won,15_serve_total,15_serve_won,15_receive_total,15_receive_won,16_serve_total,16_serve_won,16_receive_total,16_receive_won,17_serve_total,17_serve_won,17_receive_total,17_receive_won,18_serve_total,18_serve_won,18_receive_total,18_receive_won
C. Gauff,12,9,12,5,50,31,48,15,31,22,33,13,19,11,15,7,22,14,20,8,20,14,21,8,8,5,7,2,14,11,12,5,22,14,21,9,11,10,13,2,3,1,2,0,17,7,17,4,18,14,20,7,2,0,4,3,24,15,17,6,4,3,8,4,20,11,16,4,11,8,12,4,9,5,4,2
C. McNally,0,0,0,0,17,12,18,7,12,7,11,7,5,2,7,3,7,2,4,2,7,2,11,4,3,1,3,0,2,0,2,1,7,3,9,6,6,2,7,5,2,2,0,0,5,3,4,2,6,6,8,3,6,4,5,0,8,3,7,3,4,4,8,6,21,10,12,2,10,5,10,6,11,7,2,1
A. Li,16,11,17,8,20,7,20,8,7,3,12,6,13,5,8,4,3,2,6,3,9,6,10,1,8,4,4,3,2,1,3,0,7,4,12,5,7,4,2,1,4,2,3,2,5,5,7,2,7,3,6,3,5,3,2,2,3,3,5,1,7,4,3,0,11,5,7,2,5,2,5,2,6,4,2,1
L. Cabrera,17,9,16,5,12,7,12,9,7,4,3,2,5,2,9,4,4,2,1,1,5,4,7,2,3,0,4,1,2,2,0,0,6,3,6,3,1,1,5,3,3,1,1,0,3,1,3,0,4,2,5,2,1,0,4,2,4,3,3,0,2,2,4,1,3,2,9,5,2,2,4,2,1,0,5,1
M. Trevisan,0,0,0,0,9,4,9,3,4,1,6,3,5,1,3,0,1,0,3,1,4,2,6,3,4,3,0,0,0,0,2,0,3,2,4,0,5,4,3,1,1,1,0,0,2,1,4,0,5,3,2,1,2,1,1,1,4,2,1,0,3,2,1,0,8,2,1,1,2,1,0,0,6,3,1,1
K. Ahn,0,0,0,0,8,3,8,5,3,1,3,1,5,2,5,0,1,1,2,0,4,1,6,2,3,0,0,0,1,1,2,1,1,1,4,2,3,2,2,1,3,2,0,0,1,1,3,1,2,1,3,0,3,1,1,0,1,1,4,0,2,1,1,1,10,3,0,0,3,0,0,0,7,6,0,0
N. Han,0,0,0,0,10,6,9,4,6,3,5,0,4,1,4,2,3,1,5,2,4,1,2,2,3,1,2,1,1,0,3,1,3,2,2,0,4,2,3,2,2,2,1,1,2,1,3,1,3,2,1,1,4,0,3,0,3,1,1,0,1,1,4,1,4,2,4,1,2,1,3,1,2,0,1,1
D. Kovinic,0,0,0,0,7,5,7,0,5,1,7,2,2,0,0,0,1,1,5,2,4,1,2,0,2,1,0,0,1,1,3,2,1,0,4,2,4,3,0,0,1,1,0,0,0,0,4,1,4,2,2,0,2,0,0,0,2,1,3,2,2,0,0,0,3,2,2,0,2,0,2,0,1,0,0,0
C. Bellis,6,5,6,2,30,18,29,9,18,10,20,6,12,9,9,2,10,3,14,5,17,10,13,5,3,1,2,1,3,1,9,2,17,12,13,8,8,5,6,1,2,1,1,1,14,7,7,3,10,5,13,6,4,3,1,1,12,9,10,4,8,3,6,4,9,5,12,6,5,5,6,3,4,3,6,3
L. Fernandez,0,0,0,0,9,4,9,5,4,2,4,1,5,2,5,1,2,1,3,0,4,3,5,2,3,1,1,1,1,0,3,1,4,2,3,1,2,2,2,0,2,1,1,1,3,0,3,2,4,1,3,2,1,1,0,0,4,2,3,2,4,0,2,1,4,3,6,1,3,2,5,2,1,1,1,0
K. Bondarenko,6,2,6,3,14,9,13,9,9,4,4,1,5,3,9,4,4,2,3,0,8,2,6,3,2,1,4,1,2,2,3,2,4,2,3,3,7,4,6,2,1,0,1,0,2,2,2,0,6,3,7,2,3,0,3,2,3,2,5,2,3,1,3,1,10,5,12,4,5,2,8,5,5,5,4,1
A. Rodionova,6,3,6,4,24,8,24,8,8,5,16,5,16,7,8,4,5,5,11,5,10,5,9,7,9,6,4,2,5,3,6,1,5,0,7,4,11,7,9,4,3,1,2,2,2,2,4,0,12,7,9,6,5,2,4,3,7,4,3,1,7,5,7,3,18,11,13,6,11,5,7,3,7,4,6,1
E. Cocciaretto,0,0,0,0,8,5,8,3,5,4,5,2,3,1,3,1,4,3,3,0,2,1,4,1,2,0,1,0,3,1,3,0,2,2,3,1,1,1,2,0,2,1,0,0,4,1,2,1,1,1,3,1,1,1,0,0,4,0,3,1,1,1,1,0,15,6,5,4,6,1,1,0,9,5,4,1
N. Stojanovic,0,0,0,0,9,4,10,3,4,1,7,3,5,2,3,0,1,1,4,1,5,4,6,1,3,1,0,0,1,0,3,2,4,3,6,2,2,1,1,1,2,1,0,0,4,2,6,2,2,1,2,0,2,0,1,1,3,1,4,2,1,1,0,0,3,1,3,1,1,1,2,1,2,0,1,1
C. Vandeweghe,0,0,0,0,8,6,9,2,6,3,7,1,2,2,2,0,3,2,6,4,5,2,3,2,0,0,0,0,2,1,2,1,3,1,5,1,3,1,2,0,0,0,0,0,2,2,4,3,3,1,4,2,2,1,0,0,1,0,5,2,3,2,2,0,8,5,6,1,5,2,5,1,3,2,1,0
N Djokovic,0,0,0,0,103,62,102,49,62,42,53,26,41,30,50,22,42,26,27,9,50,34,54,24,11,7,22,6,26,19,18,8,50,29,39,14,23,14,40,23,4,2,6,2,36,23,33,17,35,22,31,12,11,8,27,20,35,19,36,21,21,17,19,6,60,32,68,32,32,24,36,17,28,19,32,15
M Ymer,0,0,0,0,11,5,11,4,5,2,7,1,7,3,4,1,2,1,6,2,6,1,4,1,4,3,1,0,1,0,4,0,2,1,5,3,8,4,2,1,1,1,0,0,2,1,2,1,5,2,4,1,5,0,1,1,3,2,4,1,3,1,1,1,3,1,1,0,1,0,1,0,2,0,0,0
H Dellien,0,0,0,0,13,7,14,7,7,4,7,3,6,2,7,2,4,3,4,2,5,1,8,4,4,3,2,0,3,1,2,1,2,2,6,0,7,4,6,0,1,0,0,0,4,2,7,3,4,3,6,2,3,2,0,0,5,4,7,2,3,2,2,0,11,7,12,4,7,2,8,4,4,3,4,0
R Berankis,0,0,0,0,25,11,25,8,11,8,17,8,14,8,8,5,8,6,9,3,11,5,11,6,6,4,5,1,6,3,6,3,7,7,8,3,10,7,10,4,2,1,1,1,10,7,8,2,7,4,9,1,4,0,4,1,7,5,10,1,3,2,4,1,12,8,12,4,8,4,8,5,4,4,4,1
De Galan,0,0,0,0,48,29,45,18,29,15,27,10,19,10,18,6,15,7,17,10,24,17,22,9,9,7,6,2,7,6,7,3,25,14,23,12,14,6,13,6,2,1,2,0,15,9,14,9,17,9,19,9,9,4,8,1,15,6,19,8,12,8,16,8,38,27,27,15,27,12,12,4,11,6,15,8
C Norrie,0,0,0,0,22,12,23,7,12,9,16,8,10,6,7,3,9,3,8,5,9,3,12,4,4,2,3,2,3,1,3,1,9,3,13,7,8,4,5,3,2,2,2,1,5,1,7,3,10,6,9,4,6,5,4,1,10,6,8,5,9,3,7,3,10,5,21,6,5,3,15,8,5,1,6,2
T Sandgren,4,4,4,3,43,28,44,15,28,17,29,10,15,8,15,5,17,10,19,6,19,13,20,7,7,3,5,1,10,5,13,4,20,10,19,7,9,5,11,4,4,1,1,0,15,8,16,7,15,11,14,4,5,3,5,0,18,13,17,5,7,4,9,4,19,7,16,7,7,4,9,2,12,7,7,3
H Hurkacz,4,1,4,0,31,19,31,11,19,12,20,7,12,7,11,6,12,9,13,4,14,8,12,4,5,4,6,4,9,5,9,5,11,6,12,6,10,6,6,3,1,1,4,3,10,4,11,5,11,9,9,0,5,5,4,2,15,10,14,3,7,3,2,1,12,7,9,4,7,6,5,2,5,3,4,1
C Garin,11,6,11,6,58,42,56,20,42,23,36,14,16,12,20,8,23,14,22,8,31,20,26,10,4,1,8,2,14,10,14,7,29,14,24,10,12,6,16,8,3,0,2,1,18,13,21,9,21,14,18,9,6,4,9,2,19,11,18,11,11,5,16,7,23,17,48,17,17,10,31,17,6,3,17,6
P Kohlschreiber,0,0,0,0,18,14,19,7,14,10,12,5,4,2,7,0,10,7,7,2,6,3,12,1,2,1,0,0,7,4,5,2,6,3,13,9,4,3,1,0,1,1,0,0,6,5,6,3,6,3,10,4,2,1,0,0,4,0,9,3,4,3,4,2,19,10,7,0,10,4,7,2,9,6,0,0
U Humbert,0,0,0,0,17,12,17,5,12,8,12,6,5,3,5,1,8,5,6,1,7,5,10,3,2,2,1,1,5,2,5,2,8,6,8,3,4,1,3,2,0,0,1,1,9,3,7,1,3,3,4,0,3,3,2,0,9,4,5,4,3,2,2,0,10,5,15,6,5,3,9,3,5,1,6,0
M Polmans,11,5,11,5,38,27,38,9,27,13,29,9,11,6,9,3,13,8,20,7,20,12,15,7,5,3,3,1,8,4,13,5,17,10,15,3,11,4,9,5,2,0,1,1,14,8,17,7,11,7,7,1,7,6,5,1,13,4,13,8,10,6,5,3,39,27,17,6,27,14,11,5,12,11,6,4
J Vesely,18,11,18,5,41,25,39,12,25,17,27,11,16,9,12,6,17,12,16,5,17,14,17,7,7,6,6,4,12,10,11,3,19,14,15,5,9,6,9,3,1,0,4,3,16,9,13,5,11,5,11,5,3,1,4,2,12,8,11,5,7,3,7,2,15,9,21,7,9,4,14,8,6,3,7,4
L Broady,0,0,0,0,18,13,19,6,13,6,13,3,5,2,6,2,6,3,10,2,9,4,7,2,3,2,2,1,3,3,8,1,7,4,7,1,7,4,3,0,1,0,1,1,4,1,7,3,7,3,4,1,3,2,0,0,6,4,6,1,6,4,1,1,17,12,4,1,12,4,3,2,5,3,1,0
K Majchrzak,5,2,5,1,15,10,15,5,10,6,10,3,5,2,5,2,6,3,7,4,6,4,6,3,3,0,2,1,3,3,3,0,7,4,7,1,2,1,4,2,3,3,1,0,4,3,6,3,4,2,3,1,4,1,3,0,3,1,5,0,3,1,4,2,5,4,2,0,4,3,2,0,1,1,0,0
K Khachanov,23,17,23,10,67,40,69,25,40,27,44,19,27,18,25,12,27,17,25,14,31,21,32,8,9,4,12,6,17,11,11,2,31,22,38,16,14,7,14,8,5,3,6,2,28,16,24,8,16,11,22,11,10,7,12,6,23,13,19,9,12,8,17,8,27,16,32,15,16,10,17,6,11,3,15,7
R Bautista Agut,6,4,6,3,46,32,46,19,32,18,27,10,14,8,19,9,18,12,17,7,22,12,20,8,6,1,9,5,12,7,10,4,18,10,19,6,11,4,12,8,5,2,5,1,15,10,17,10,12,10,10,3,9,8,12,5,15,10,17,8,10,6,10,6,16,11,26,14,11,7,12,8,5,1,14,8
R Gasquet,6,3,6,2,14,8,13,4,8,6,9,3,6,4,4,2,6,3,6,1,6,3,5,3,2,1,2,2,3,2,5,2,6,3,3,2,4,1,3,2,1,1,2,2,4,1,3,0,4,3,3,1,4,3,2,0,6,1,2,1,4,2,3,1,12,4,4,0,4,2,4,1,8,3,0,0
Y Uchiyama,0,0,0,0,14,9,15,7,9,2,8,3,5,4,7,3,2,1,5,2,11,6,7,2,1,0,3,0,1,1,3,0,7,4,7,1,5,2,5,2,1,1,0,0,4,1,6,2,5,3,4,0,4,1,2,1,6,3,6,1,3,3,1,0,12,7,2,0,7,4,2,0,5,3,0,0
A Balazs,0,0,0,0,27,14,26,7,14,8,19,12,13,7,7,1,8,4,7,2,13,8,18,8,6,3,1,1,4,3,5,1,12,10,12,4,8,3,8,5,3,2,1,0,11,5,9,5,5,4,7,3,7,2,6,4,10,8,9,3,3,1,5,0,5,3,15,6,3,2,9,4,2,1,6,3
G Pella,13,9,12,3,35,22,35,12,22,14,23,10,13,6,12,4,14,8,13,5,14,8,18,3,7,2,4,2,8,7,8,3,14,8,20,5,8,6,5,1,5,3,2,1,9,5,18,6,12,9,9,5,5,3,2,2,13,7,10,3,6,1,5,3,13,7,12,3,7,5,9,5,6,4,3,1
S Caruso,12,9,13,4,23,11,23,6,11,3,17,7,12,8,6,2,3,3,10,5,16,13,11,3,4,2,2,1,3,2,5,0,13,11,13,5,5,4,4,1,2,1,1,1,12,6,8,3,6,2,8,2,2,0,1,0,8,5,9,5,4,1,3,2,10,7,12,6,7,3,6,2,3,2,6,2
J Millman,0,0,0,0,15,7,14,4,7,4,10,4,8,3,4,2,4,1,6,2,6,3,6,3,5,2,2,1,1,1,4,2,6,3,5,2,5,0,4,2,3,0,1,0,3,1,5,2,3,1,4,0,5,5,3,1,3,1,6,1,7,4,2,1,14,7,2,1,7,4,1,0,7,5,1,1
P Carreno Busta,0,0,0,0,78,57,81,40,57,31,41,13,21,12,40,21,31,20,28,11,38,24,32,17,9,6,21,13,20,11,17,7,35,21,26,16,20,11,25,14,3,2,13,5,30,23,17,8,25,21,27,8,11,7,22,4,28,17,27,13,11,7,26,11,34,22,52,20,22,13,32,14,12,7,20,10
Jl Struff,17,8,15,5,40,23,41,15,23,15,26,8,17,10,15,6,15,7,18,6,18,11,17,4,7,5,6,1,7,6,12,9,19,11,19,7,12,8,9,2,2,1,1,0,12,7,21,15,16,11,14,3,5,4,3,0,16,11,26,12,9,6,6,2,17,10,27,11,10,8,16,5,7,4,11,5
F Tiafoe,10,6,11,6,27,16,24,11,16,11,13,2,11,7,11,3,11,7,11,6,12,10,10,3,4,3,3,0,7,1,5,0,14,8,13,5,5,4,6,1,1,1,0,0,14,5,8,4,10,8,10,3,2,2,1,0,17,10,11,3,4,2,4,1,16,8,10,5,8,5,5,1,8,4,5,2
D Altmaier,15,12,16,9,59,30,61,21,30,22,40,24,29,14,21,11,22,18,16,6,22,13,34,14,15,10,11,6,18,9,10,3,17,11,26,14,19,14,19,7,5,5,6,2,20,11,15,5,20,10,26,6,10,9,11,4,19,10,25,14,19,14,13,4,37,28,37,9,28,18,28,10,9,4,9,5
F Lopez,4,1,4,0,16,8,16,9,8,2,7,1,8,4,9,6,2,1,6,1,10,6,4,3,4,2,6,1,1,1,5,2,7,5,2,0,6,4,8,2,2,2,1,0,5,2,4,1,6,4,6,3,4,2,3,0,7,3,4,2,4,4,6,3,15,10,8,2,10,5,6,1,5,2,2,0
L Harris,8,5,8,4,34,27,35,15,27,20,20,6,7,2,15,6,20,11,14,6,9,5,15,3,5,5,6,3,11,7,8,0,14,9,18,5,9,7,6,1,0,0,3,0,13,11,13,3,12,10,10,3,2,1,4,1,12,7,10,4,3,1,6,2,12,8,13,4,8,4,9,2,4,2,4,1
A Popyrin,8,4,8,3,16,8,16,2,8,5,14,2,8,4,2,1,5,3,12,4,7,5,3,0,4,2,1,0,3,3,8,3,7,5,7,1,4,4,1,0,2,2,0,0,5,5,9,2,6,4,2,0,2,2,0,0,4,2,4,2,4,2,0,0,4,4,4,0,4,4,4,2,0,0,0,0
V Pospisil,0,0,0,0,13,5,12,2,5,3,10,4,8,2,2,0,3,1,6,2,4,4,6,0,6,4,0,0,1,1,4,1,6,1,8,2,4,1,0,0,2,2,0,0,1,1,7,3,6,3,2,1,5,3,0,0,3,1,4,0,6,4,1,0,13,6,1,0,6,4,1,0,7,5,0,0
M Berrettini,6,3,6,2,46,32,46,21,32,23,25,10,14,9,21,12,23,14,15,8,18,16,19,6,5,2,12,3,14,13,7,1,25,17,21,12,4,2,15,6,3,2,3,0,18,11,10,1,10,8,21,8,4,3,9,4,15,9,14,5,5,3,13,4,15,10,26,11,10,7,15,5,5,3,11,4
D Medvedev,5,2,5,1,18,9,19,8,9,4,11,3,9,7,8,2,4,3,8,7,12,6,9,0,2,1,2,0,3,1,1,0,7,6,16,8,7,3,2,1,1,1,0,0,8,7,8,4,4,2,9,1,5,2,1,0,3,1,12,6,4,3,2,1,7,4,9,6,4,3,3,0,3,1,6,4
M Fucsovics,20,13,20,11,73,46,71,33,46,28,38,15,27,18,33,11,28,14,23,8,36,29,37,19,9,7,11,3,14,7,15,6,43,23,26,6,14,8,27,13,2,0,3,1,30,17,26,10,28,22,20,7,6,5,15,3,35,14,23,10,11,6,19,9,44,28,31,15,28,19,16,5,16,8,15,9
A Mannarino,0,0,0,0,13,9,12,2,9,5,10,4,4,4,2,0,5,3,6,4,8,3,6,1,0,0,0,0,3,2,2,1,5,3,9,4,5,4,1,0,0,0,0,0,4,0,6,0,6,2,5,1,1,1,0,0,6,3,4,2,5,2,1,1,10,4,4,1,4,1,3,1,6,2,1,0
A Ramos-Vinolas,5,1,4,1,28,20,30,11,20,10,19,8,8,7,11,3,10,6,11,3,17,13,16,8,1,1,3,0,6,4,8,5,17,10,11,5,5,3,11,5,0,0,0,0,12,10,11,7,10,6,11,5,2,2,5,1,8,4,13,7,6,3,9,3,13,8,21,9,8,5,12,4,5,3,9,5
Q Halys,6,3,6,4,30,17,29,9,17,8,20,10,13,9,9,5,8,5,10,1,18,13,14,6,4,2,5,0,5,2,9,1,16,12,9,3,7,3,11,4,2,1,0,0,15,12,7,4,7,3,10,4,5,3,4,2,6,3,10,7,7,3,6,2,14,8,21,6,8,4,15,7,6,4,6,3
M Giron,12,7,12,3,44,31,44,15,31,17,29,12,13,5,15,4,17,15,17,5,19,12,23,6,8,6,4,2,15,11,12,4,14,8,22,4,13,8,8,5,2,1,2,1,12,6,22,5,14,8,7,4,6,3,6,2,14,5,8,4,9,7,8,4,30,19,16,7,19,10,9,4,11,5,7,3
T Monteiro,6,6,6,1,43,31,44,17,31,23,27,9,12,8,17,9,23,14,18,3,16,10,17,5,4,3,9,4,14,11,15,5,19,16,15,5,9,5,10,3,1,0,4,2,19,13,15,4,8,4,12,5,4,4,5,2,10,5,11,8,8,4,8,4,16,8,23,6,8,6,17,8,8,5,6,3
N Basilashvili,0,0,0,0,15,7,15,3,7,5,12,3,8,5,3,1,5,4,9,3,7,4,5,1,3,2,1,0,4,3,6,1,5,3,7,2,5,3,2,0,1,1,0,0,4,4,6,0,5,3,4,2,3,2,0,0,3,1,2,1,4,1,2,0,4,4,7,4,4,3,3,0,0,0,4,0
D Lajovic,6,4,5,3,43,21,42,16,21,14,26,10,22,13,16,8,14,12,16,6,20,13,18,9,9,8,8,3,12,11,10,1,15,10,15,5,15,10,14,8,1,1,3,1,11,10,11,2,15,8,11,5,6,3,10,3,9,4,8,4,10,5,12,2,17,12,27,9,12,8,18,8,5,3,9,4
G Mager,5,2,6,2,19,10,20,10,10,6,10,3,9,5,10,3,6,3,7,1,9,4,10,1,4,3,3,0,3,3,6,0,7,4,10,2,8,2,4,2,1,1,0,0,4,3,8,1,5,3,4,1,7,5,2,1,4,1,4,3,7,6,2,2,17,11,7,3,11,6,4,2,6,3,3,1
L Djere,0,0,0,0,13,6,14,4,6,4,10,3,7,5,4,0,4,1,7,1,7,2,7,3,2,1,0,0,1,0,6,1,5,2,5,1,6,3,3,1,1,1,0,0,3,1,5,3,6,2,3,1,4,3,1,1,4,2,5,2,7,4,1,0,7,5,5,3,5,4,2,0,2,0,3,1
K Anderson,0,0,0,0,50,36,49,22,36,22,27,8,14,8,22,8,22,17,19,4,22,11,22,13,6,3,8,2,17,14,15,5,16,13,13,7,14,7,19,6,3,2,2,0,16,11,11,3,10,5,20,10,9,5,8,3,10,7,13,4,10,8,15,6,19,10,17,4,10,7,13,3,9,5,4,3
H Mayot,6,2,6,3,16,7,17,8,7,4,9,4,9,8,8,3,4,3,5,2,11,8,9,3,1,0,3,2,3,3,3,1,9,3,8,1,3,3,4,1,1,0,2,0,3,2,8,2,9,8,4,1,0,0,3,1,9,3,5,2,1,0,3,1,15,8,6,2,8,3,4,1,7,4,2,1
A Davidovich Fokina,6,3,6,4,34,19,34,12,19,11,22,7,15,9,12,2,11,6,15,7,17,9,17,5,6,3,2,1,6,2,8,1,14,9,19,7,11,6,6,3,3,2,1,1,13,9,13,4,11,6,10,1,7,5,3,1,10,7,13,8,10,5,3,2,12,8,20,8,8,6,12,7,4,2,8,4
S Querrey,12,11,11,3,28,19,27,7,19,13,20,7,9,3,7,2,13,10,13,3,9,5,12,3,6,2,2,2,10,8,10,2,8,7,12,6,6,5,3,0,4,2,2,1,9,2,8,1,6,5,9,4,3,2,1,0,12,7,6,2,3,0,5,2,9,4,5,1,4,3,4,0,5,3,1,1
A Rublev,21,14,23,6,95,64,96,29,64,45,67,27,31,22,29,14,45,32,40,13,41,22,42,18,9,6,14,7,32,23,27,8,35,24,37,17,25,15,25,11,3,2,7,4,33,24,28,15,26,17,31,9,12,8,14,5,26,17,37,16,17,10,18,11,25,18,38,18,18,14,20,5,7,2,18,8
D Shapovalov,6,5,6,2,48,21,49,24,21,13,25,9,27,17,24,9,13,7,16,6,25,16,24,11,10,7,9,4,7,5,10,6,22,11,19,7,16,11,16,8,3,2,4,1,13,9,18,8,22,8,15,10,7,5,11,6,12,9,13,4,19,11,15,3,21,16,40,15,16,10,25,16,5,1,15,7
G Simon,0,0,0,0,21,11,20,11,11,6,9,3,10,5,11,5,6,5,6,3,10,5,9,5,5,3,5,2,5,1,3,1,6,5,7,3,8,3,8,3,2,2,2,1,9,4,5,2,4,0,8,4,7,3,4,2,5,2,6,1,7,4,6,3,21,13,5,1,13,3,4,1,8,4,1,1
S Johnson,0,0,0,0,10,2,10,4,2,2,6,1,8,2,4,1,2,0,5,1,2,1,4,0,6,4,1,1,0,0,4,2,3,1,5,0,5,3,0,0,2,2,1,0,1,1,7,1,5,2,0,0,4,1,1,0,2,0,1,0,4,1,1,0,4,2,1,0,2,1,1,0,2,0,0,0
R Carballes Baena,6,4,6,1,46,25,46,24,25,16,22,8,21,14,24,11,16,10,14,6,23,14,21,5,7,4,11,3,10,5,8,3,20,14,22,11,13,8,13,4,3,2,3,0,19,13,14,3,14,5,20,13,7,3,7,3,11,9,10,4,12,12,17,8,28,16,20,6,16,9,14,6,12,7,6,5
A Martin,6,3,6,2,28,21,28,11,21,9,17,7,7,3,11,7,9,6,10,2,15,11,11,4,4,2,7,2,6,5,8,4,14,11,9,4,6,3,9,5,2,1,2,2,12,9,9,3,6,2,8,6,4,2,5,2,5,4,5,0,6,5,9,4,11,6,11,2,6,3,9,5,5,2,2,1
J Sousa,0,0,0,0,13,5,14,3,5,3,11,6,8,2,3,1,3,3,5,1,4,1,8,2,6,4,1,0,3,0,4,1,1,1,7,1,7,3,3,2,2,0,0,0,4,3,7,1,3,1,2,1,4,2,2,1,2,2,2,1,4,1,2,1,2,2,4,1,2,1,3,1,0,0,1,0
G Barrere,0,0,0,0,12,4,13,6,4,2,7,2,8,2,6,3,2,2,5,2,4,1,5,2,6,2,3,0,2,1,3,3,1,0,5,1,5,3,5,3,4,2,0,0,1,0,7,5,4,2,3,1,4,4,3,1,3,3,7,2,6,5,3,1,14,4,10,2,4,1,8,4,10,6,2,0
G Dimitrov,16,9,16,7,50,33,49,17,33,20,32,17,17,10,17,13,20,13,15,4,23,15,21,11,7,7,13,6,13,7,11,5,22,14,14,4,15,6,18,6,0,0,6,3,20,10,15,7,14,8,16,8,9,6,9,3,18,14,15,3,12,10,14,1,27,20,34,20,20,12,14,7,7,5,20,9
F Krajinovic,0,0,0,0,18,6,17,8,6,3,9,3,12,8,8,5,3,2,6,1,11,5,6,3,4,3,5,2,2,1,5,3,6,4,4,2,9,7,6,2,1,0,2,1,5,2,5,2,9,2,6,3,2,2,3,1,5,2,5,3,9,7,5,1,28,16,7,1,16,5,6,0,12,7,1,1
N Milojevic,5,3,6,1,36,18,38,16,18,12,22,8,18,9,16,4,12,11,14,6,15,8,20,8,9,6,4,1,11,7,8,4,9,7,18,7,13,9,11,3,3,1,1,1,11,7,15,7,11,4,15,9,5,3,3,0,8,5,13,8,10,6,12,3,9,8,43,17,8,8,26,17,1,0,17,8
A Bedene,14,9,13,5,50,32,49,23,32,20,26,6,18,10,23,6,20,11,20,9,22,15,23,8,8,5,6,2,11,6,11,1,24,15,24,9,11,6,12,3,3,2,2,1,20,12,16,6,15,10,18,10,7,6,4,2,18,10,14,3,11,8,12,4,25,19,18,6,19,12,12,3,6,2,6,2
A Rinderknech,8,5,8,4,20,11,20,8,11,9,12,4,9,8,8,4,9,2,8,3,10,7,8,1,1,0,4,2,2,2,5,2,14,6,10,2,3,2,3,1,1,1,2,0,6,2,10,4,10,6,4,1,2,1,3,0,10,7,7,1,5,4,4,0,14,8,5,0,8,5,5,0,6,4,0,0
H Laaksonen,0,0,0,0,16,7,17,7,7,1,10,1,9,3,7,2,1,0,9,3,9,2,6,1,6,4,2,2,0,0,6,2,3,2,8,4,11,8,1,1,2,0,2,0,2,2,6,1,9,4,4,2,3,3,3,1,4,4,3,0,8,6,4,2,10,5,3,0,5,4,3,1,5,3,0,0
P Cuevas,0,0,0,0,29,14,29,11,14,12,18,9,15,10,11,7,12,8,9,1,12,8,13,9,5,1,7,3,8,5,8,1,12,5,5,1,5,3,13,3,4,3,3,3,8,5,5,1,10,4,11,5,5,4,3,0,7,6,7,0,10,5,8,2,8,5,10,5,5,4,5,1,3,1,5,2
J Munar,0,0,0,0,22,18,23,7,18,9,16,7,4,2,7,2,9,7,9,3,11,7,12,1,2,0,2,1,7,6,6,2,9,7,14,6,4,1,2,0,2,2,1,1,8,6,10,4,3,1,8,2,5,3,0,0,3,1,10,3,5,2,2,1,7,5,6,4,5,3,2,1,2,1,4,3
S Tsitsipas,10,6,10,5,99,72,95,44,72,46,51,22,27,16,44,16,46,35,29,10,42,27,50,25,11,8,16,7,35,27,19,6,38,22,35,13,23,17,33,15,3,1,7,3,30,19,28,11,33,26,31,17,7,3,19,8,37,24,25,13,10,8,28,10,39,21,48,17,21,14,31,8,18,11,17,8
G Monfils,0,0,0,0,20,11,20,7,11,5,13,2,9,7,7,4,5,2,11,5,13,4,5,3,2,2,4,4,2,1,6,2,7,4,7,3,11,6,3,1,0,0,4,0,5,3,6,3,9,3,5,3,5,4,5,4,5,3,5,0,10,8,4,2,21,11,5,2,11,5,3,1,10,5,2,0
A Bublik,9,6,9,2,36,20,35,13,20,17,22,10,16,8,13,2,17,7,12,6,11,4,21,10,8,3,2,0,7,5,6,2,14,9,17,7,10,6,12,5,5,5,0,0,11,6,12,4,11,6,14,8,9,4,5,1,11,10,10,4,9,6,12,3,16,9,26,11,9,4,15,7,7,4,11,5
E Gomez,12,9,13,6,24,13,25,11,13,5,14,7,11,5,11,2,5,2,7,1,13,10,16,8,6,2,2,1,2,2,6,1,13,7,9,1,5,3,9,5,4,1,1,1,7,6,9,3,9,6,5,0,3,1,5,1,7,3,8,3,4,4,4,0,11,5,9,2,5,4,7,2,6,2,2,2
L Sonego,45,32,45,13,70,48,69,27,48,25,42,14,23,17,27,11,25,16,28,12,39,23,30,13,6,3,11,6,16,10,16,3,32,20,29,11,19,12,18,6,3,1,6,4,26,16,21,8,24,19,23,10,8,6,8,4,29,18,21,7,11,7,14,1,26,18,33,17,18,13,16,5,8,3,17,9
J Thompson,0,0,0,0,13,6,12,0,6,2,12,7,7,3,0,0,2,1,5,2,7,2,7,2,4,2,0,0,1,1,3,1,3,2,7,2,7,4,2,2,2,1,0,0,2,0,6,3,5,4,2,0,4,3,2,1,6,2,5,1,4,3,1,0,16,8,3,0,8,3,3,1,8,4,0,0
