name1,grass_pts_served1,grass_service_pts_won1,grass_pts_received1,grass_receiving_pts_won1,grass_aces1,hard_pts_served1,hard_service_pts_won1,hard_pts_received1,hard_receiving_pts_won1,hard_aces1,clay_pts_served1,clay_service_pts_won1,clay_pts_received1,clay_receiving_pts_won1,clay_aces1,name2,grass_pts_served2,grass_service_pts_won2,grass_pts_received2,grass_receiving_pts_won2,grass_aces2,hard_pts_served2,hard_service_pts_won2,hard_pts_received2,hard_receiving_pts_won2,hard_aces2,clay_pts_served2,clay_service_pts_won2,clay_pts_received2,clay_receiving_pts_won2,clay_aces2,grass_sample_size,hard_sample_size,clay_sample_size
Novak Djokovic,0,0,0,0,0,436,294,459,202,27,85,55,93,42,6,David Ferrer,0,0,0,0,0,459,257,436,142,12,93,51,85,30,1,0,6,1
Rafael Nadal,0,0,0,0,0,87,56,83,33,4,87,53,71,26,2,Grigor Dimitrov,0,0,0,0,0,83,50,87,31,12,71,45,87,34,8,0,1,1
Novak Djokovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Milos Raonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Novak Djokovic,95,64,82,31,7,781,508,859,351,48,600,349,607,244,14,Rafael Nadal,82,51,95,31,5,859,508,781,273,30,607,363,600,251,20,1,8,7
Rafael Nadal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dusan Lajovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Ferrer,0,0,0,0,0,179,119,169,61,6,71,52,86,45,1,Kevin Anderson,0,0,0,0,0,169,108,179,60,13,86,41,71,19,5,0,2,1
Gael Monfils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guillermo Garcia Lopez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Murray,135,95,148,56,14,0,0,0,0,0,0,0,0,0,0,Fernando Verdasco,148,92,135,40,11,0,0,0,0,0,0,0,0,0,0,1,0,0
Tomas Berdych,0,0,0,0,0,161,106,159,59,13,0,0,0,0,0,John Isner,0,0,0,0,0,159,100,161,55,31,0,0,0,0,0,0,2,0
Ernests Gulbis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roger Federer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milos Raonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marcel Granollers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novak Djokovic,177,130,205,86,9,269,196,301,134,18,227,149,208,93,12,Jo-Wilfried Tsonga,205,119,177,47,16,301,167,269,73,21,208,115,227,78,9,2,6,2
Rafael Nadal,0,0,0,0,0,211,116,204,81,6,718,440,697,348,16,David Ferrer,0,0,0,0,0,204,123,211,95,12,697,349,718,278,8,0,3,9
Andy Murray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gael Monfils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernests Gulbis,110,85,122,37,30,99,65,98,28,19,67,34,45,11,2,Tomas Berdych,122,85,110,25,13,98,70,99,34,8,45,34,67,33,5,1,1,1
Novak Djokovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Milos Raonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rafael Nadal,103,76,113,42,6,188,114,185,69,6,201,118,209,103,5,Andy Murray,113,71,103,27,15,185,116,188,74,14,209,106,201,83,7,1,3,2
Novak Djokovic,0,0,0,0,0,44,31,36,24,4,0,0,0,0,0,Ernests Gulbis,0,0,0,0,0,36,12,44,13,0,0,0,0,0,0,0,1,0
Rafael Nadal,82,51,95,31,5,859,508,781,273,30,607,363,600,251,20,Novak Djokovic,95,64,82,31,7,781,508,859,351,48,600,349,607,244,14,1,8,7
Novak Djokovic,177,130,205,86,9,269,196,301,134,18,227,149,208,93,12,Jo-Wilfried Tsonga,205,119,177,47,16,301,167,269,73,21,208,115,227,78,9,2,6,2
Marin Cilic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeremy Chardy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Murray,0,0,0,0,0,46,23,46,11,3,0,0,0,0,0,Kevin Anderson,0,0,0,0,0,46,35,46,23,5,0,0,0,0,0,0,1,0
Grigor Dimitrov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leonardo Mayer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stan Wawrinka,0,0,0,0,0,71,55,84,33,19,150,98,156,64,29,Feliciano Lopez,0,0,0,0,0,84,51,71,16,5,156,92,150,52,9,0,1,2
Roger Federer,0,0,0,0,0,191,131,234,87,16,0,0,0,0,0,Tommy Robredo,0,0,0,0,0,234,147,191,60,13,0,0,0,0,0,0,2,0
Milos Raonic,0,0,0,0,0,104,61,78,24,14,0,0,0,0,0,Kei Nishikori,0,0,0,0,0,78,54,104,43,0,0,0,0,0,0,0,1,0
Nick Kyrgios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rafael Nadal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novak Djokovic,0,0,0,0,0,120,86,111,48,8,0,0,0,0,0,Marin Cilic,0,0,0,0,0,111,63,120,34,8,0,0,0,0,0,0,2,0
Grigor Dimitrov,0,0,0,0,0,195,119,219,73,10,0,0,0,0,0,Andy Murray,0,0,0,0,0,219,146,195,76,18,0,0,0,0,0,0,3,0
Roger Federer,0,0,0,0,0,447,307,492,205,26,77,58,83,34,8,Stan Wawrinka,0,0,0,0,0,492,287,447,140,23,83,49,77,19,5,0,6,1
Milos Raonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nick Kyrgios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novak Djokovic,0,0,0,0,0,96,76,102,44,6,196,131,215,90,7,Grigor Dimitrov,0,0,0,0,0,102,58,96,20,6,215,125,196,65,13,0,2,2
Roger Federer,94,77,99,23,9,166,134,192,66,24,111,77,91,22,7,Milos Raonic,99,76,94,17,25,192,126,166,32,29,91,69,111,34,21,1,2,1
Novak Djokovic,115,76,101,26,9,751,482,753,298,46,325,207,292,112,14,Roger Federer,101,75,115,39,12,753,455,751,269,48,292,180,325,118,33,1,8,3
Jo-Wilfried Tsonga,205,119,177,47,16,301,167,269,73,21,208,115,227,78,9,Novak Djokovic,177,130,205,86,9,269,196,301,134,18,227,149,208,93,12,2,6,2
Andy Murray,93,67,84,30,14,83,55,75,37,6,197,124,230,98,12,Richard Gasquet,84,54,93,26,2,75,38,83,28,2,230,132,197,73,8,1,1,2
Kevin Anderson,0,0,0,0,0,216,140,164,44,27,0,0,0,0,0,Stan Wawrinka,0,0,0,0,0,164,120,216,76,17,0,0,0,0,0,0,2,0
Grigor Dimitrov,0,0,0,0,0,0,0,0,0,0,62,32,51,16,1,Tommy Robredo,0,0,0,0,0,0,0,0,0,0,51,35,62,30,1,0,0,1
Milos Raonic,0,0,0,0,0,103,78,113,32,22,58,41,50,22,15,Julien Benneteau,0,0,0,0,0,113,81,103,25,11,50,28,58,17,2,0,2,1
Feliciano Lopez,0,0,0,0,0,131,90,118,32,22,0,0,0,0,0,Tomas Berdych,0,0,0,0,0,118,86,131,41,15,0,0,0,0,0,0,2,0
David Ferrer,125,91,148,59,7,85,64,116,50,3,0,0,0,0,0,Ivan Dodig,148,89,125,34,14,116,66,85,21,6,0,0,0,0,0,1,1,0
Roger Federer,0,0,0,0,0,170,113,185,82,14,54,42,52,18,0,Marin Cilic,0,0,0,0,0,185,103,170,57,13,52,34,54,12,3,0,2,1
Jo-Wilfried Tsonga,333,206,278,81,31,72,41,67,22,1,0,0,0,0,0,Andy Murray,278,197,333,127,25,67,45,72,31,3,0,0,0,0,0,3,1,0
Grigor Dimitrov,313,217,309,110,39,99,76,110,32,7,0,0,0,0,0,Kevin Anderson,309,199,313,96,43,110,78,99,23,15,0,0,0,0,0,3,1,0
Feliciano Lopez,0,0,0,0,0,192,121,157,36,13,97,70,91,25,12,Milos Raonic,0,0,0,0,0,157,121,192,71,48,91,66,97,27,23,0,2,1
Roger Federer,0,0,0,0,0,142,101,140,52,10,46,40,83,34,7,David Ferrer,0,0,0,0,0,140,88,142,41,1,83,49,46,6,3,0,2,1
Jo-Wilfried Tsonga,166,107,170,67,19,136,101,128,39,20,0,0,0,0,0,Grigor Dimitrov,170,103,166,59,3,128,89,136,35,11,0,0,0,0,0,1,2,0
